"user_id","email","'password'","first_name","last_name","middle_name","is_staft","country","city","adress","phone_number","carts_id","users_user_id","subtotal","total","'timestamp'","order_id","carts_cart_id","order_status_order_status_id","shipping_total","total-2","created_at","updated_at","order_status_id","status_name","carts_cart_id-2","products_product_id","product_id","product_title","product_description","in_stock","price","slug","category_id","category_id-2","category_title","category_description"
1217,"email1217@gmail.com","148293248354","first_name 1217","last_name 1217","middle_name 1217",0,"country 1217","city 1217","address 1217",NULL,1217,1217,1172.91,1172.91,"2021-03-13 07:53:44",1217,1217,5,60,1172.91,"2020-12-11 00:00:00","2019-05-21 00:00:00",5,"Canceled",1217,118,118,"Product 118","Product description 118",21,163.01,"Product-118",5,5,"Category 5","Category 5 description."
139,"email139@gmail.com","30306523336","first_name 139","last_name 139","middle_name 139",1,"country 139","city 139","address 139",NULL,139,139,426.58,426.58,"2021-03-13 07:53:43",139,139,4,60,426.58,"2020-11-06 00:00:00","2018-02-02 00:00:00",4,"Finished",139,126,126,"Product 126","Product description 126",9,7.19,"Product-126",17,17,"Category 17","Category 17 description."
209,"email209@gmail.com","132391947556","first_name 209","last_name 209","middle_name 209",0,"country 209","city 209","address 209",NULL,209,209,929.83,929.83,"2021-03-13 07:53:44",209,209,1,60,929.83,"2020-11-08 00:00:00","2018-09-17 00:00:00",1,"Accepted",209,136,136,"Product 136","Product description 136",18,142.41,"Product-136",5,5,"Category 5","Category 5 description."
193,"email193@gmail.com","142372533160","first_name 193","last_name 193","middle_name 193",0,"country 193","city 193","address 193",NULL,193,193,1241.77,1241.77,"2021-03-13 07:53:43",193,193,3,60,1241.77,"2020-12-20 00:00:00","2018-04-02 00:00:00",3,"Paid",193,142,142,"Product 142","Product description 142",31,191.62,"Product-142",3,3,"Category 3","Category 3 description."
604,"email604@gmail.com","118804795792","first_name 604","last_name 604","middle_name 604",0,"country 604","city 604","address 604",NULL,604,604,801.73,801.73,"2021-03-13 07:53:44",604,604,2,60,801.73,"2020-10-10 00:00:00","2020-11-09 00:00:00",2,"In progress",604,144,144,"Product 144","Product description 144",16,153.42,"Product-144",17,17,"Category 17","Category 17 description."
523,"email523@gmail.com","111020112363","first_name 523","last_name 523","middle_name 523",0,"country 523","city 523","address 523",NULL,523,523,502.19,502.19,"2021-03-13 07:53:44",523,523,3,60,502.19,"2020-11-22 00:00:00","2018-12-05 00:00:00",3,"Paid",523,165,165,"Product 165","Product description 165",23,136.01,"Product-165",15,15,"Category 15","Category 15 description."
107,"email107@gmail.com","22956727521","first_name 107","last_name 107","middle_name 107",0,"country 107","city 107","address 107",NULL,107,107,935.23,935.23,"2021-03-13 07:53:43",107,107,1,60,935.23,"2020-10-16 00:00:00","2020-04-05 00:00:00",1,"Accepted",107,184,184,"Product 184","Product description 184",3,195.05,"Product-184",12,12,"Category 12","Category 12 description."
482,"email482@gmail.com","69421310275","first_name 482","last_name 482","middle_name 482",0,"country 482","city 482","address 482",NULL,482,482,961.77,961.77,"2021-03-13 07:53:44",482,482,5,60,961.77,"2020-10-14 00:00:00","2019-08-17 00:00:00",5,"Canceled",482,196,196,"Product 196","Product description 196",14,182.49,"Product-196",6,6,"Category 6","Category 6 description."
1459,"email1459@gmail.com","19938493471","first_name 1459","last_name 1459","middle_name 1459",1,"country 1459","city 1459","address 1459",NULL,1459,1459,1064.2,1064.2,"2021-03-13 07:53:44",1459,1459,1,60,1064.2,"2020-11-12 00:00:00","2020-05-22 00:00:00",1,"Accepted",1459,204,204,"Product 204","Product description 204",27,52.93,"Product-204",6,6,"Category 6","Category 6 description."
482,"email482@gmail.com","69421310275","first_name 482","last_name 482","middle_name 482",0,"country 482","city 482","address 482",NULL,482,482,961.77,961.77,"2021-03-13 07:53:44",482,482,5,60,961.77,"2020-10-14 00:00:00","2019-08-17 00:00:00",5,"Canceled",482,228,228,"Product 228","Product description 228",22,168.17,"Product-228",19,19,"Category 19","Category 19 description."
965,"email965@gmail.com","106948729096","first_name 965","last_name 965","middle_name 965",0,"country 965","city 965","address 965",NULL,965,965,716.5,716.5,"2021-03-13 07:53:44",965,965,1,60,716.5,"2020-10-05 00:00:00","2020-03-15 00:00:00",1,"Accepted",965,231,231,"Product 231","Product description 231",5,62.1,"Product-231",7,7,"Category 7","Category 7 description."
785,"email785@gmail.com","118358098369","first_name 785","last_name 785","middle_name 785",0,"country 785","city 785","address 785",NULL,785,785,797.22,797.22,"2021-03-13 07:53:44",785,785,1,60,797.22,"2020-10-26 00:00:00","2019-10-06 00:00:00",1,"Accepted",785,237,237,"Product 237","Product description 237",32,164.36,"Product-237",1,1,"Category 1","Category 1 description."
40,"email40@gmail.com","106391479752","first_name 40","last_name 40","middle_name 40",0,"country 40","city 40","address 40",NULL,40,40,270.15,270.15,"2021-03-13 07:53:43",40,40,3,60,270.15,"2020-11-21 00:00:00","2019-09-06 00:00:00",3,"Paid",40,245,245,"Product 245","Product description 245",41,58.02,"Product-245",4,4,"Category 4","Category 4 description."
635,"email635@gmail.com","45467887048","first_name 635","last_name 635","middle_name 635",0,"country 635","city 635","address 635",NULL,635,635,1247.37,1247.37,"2021-03-13 07:53:44",635,635,3,60,1247.37,"2020-12-18 00:00:00","2018-10-20 00:00:00",3,"Paid",635,256,256,"Product 256","Product description 256",13,151.08,"Product-256",15,15,"Category 15","Category 15 description."
107,"email107@gmail.com","22956727521","first_name 107","last_name 107","middle_name 107",0,"country 107","city 107","address 107",NULL,107,107,935.23,935.23,"2021-03-13 07:53:43",107,107,1,60,935.23,"2020-10-16 00:00:00","2020-04-05 00:00:00",1,"Accepted",107,296,296,"Product 296","Product description 296",37,73.5,"Product-296",12,12,"Category 12","Category 12 description."
845,"email845@gmail.com","36536144207","first_name 845","last_name 845","middle_name 845",0,"country 845","city 845","address 845",NULL,845,845,276.79,276.79,"2021-03-13 07:53:44",845,845,1,60,276.79,"2020-12-03 00:00:00","2020-11-10 00:00:00",1,"Accepted",845,303,303,"Product 303","Product description 303",45,127.82,"Product-303",9,9,"Category 9","Category 9 description."
1154,"email1154@gmail.com","112306189497","first_name 1154","last_name 1154","middle_name 1154",1,"country 1154","city 1154","address 1154",NULL,1154,1154,970.4,970.4,"2021-03-13 07:53:44",1154,1154,1,60,970.4,"2020-12-01 00:00:00","2020-06-28 00:00:00",1,"Accepted",1154,306,306,"Product 306","Product description 306",2,116.47,"Product-306",14,14,"Category 14","Category 14 description."
912,"email912@gmail.com","148681580283","first_name 912","last_name 912","middle_name 912",0,"country 912","city 912","address 912",NULL,912,912,872.52,872.52,"2021-03-13 07:53:44",912,912,1,60,872.52,"2020-11-08 00:00:00","2018-03-01 00:00:00",1,"Accepted",912,306,306,"Product 306","Product description 306",2,116.47,"Product-306",14,14,"Category 14","Category 14 description."
635,"email635@gmail.com","45467887048","first_name 635","last_name 635","middle_name 635",0,"country 635","city 635","address 635",NULL,635,635,1247.37,1247.37,"2021-03-13 07:53:44",635,635,3,60,1247.37,"2020-12-18 00:00:00","2018-10-20 00:00:00",3,"Paid",635,315,315,"Product 315","Product description 315",21,188.42,"Product-315",7,7,"Category 7","Category 7 description."
1083,"email1083@gmail.com","54477828283","first_name 1083","last_name 1083","middle_name 1083",1,"country 1083","city 1083","address 1083",NULL,1083,1083,240.02,240.02,"2021-03-13 07:53:44",1083,1083,3,60,240.02,"2020-11-09 00:00:00","2019-07-04 00:00:00",3,"Paid",1083,318,318,"Product 318","Product description 318",36,61.12,"Product-318",3,3,"Category 3","Category 3 description."
209,"email209@gmail.com","132391947556","first_name 209","last_name 209","middle_name 209",0,"country 209","city 209","address 209",NULL,209,209,929.83,929.83,"2021-03-13 07:53:44",209,209,1,60,929.83,"2020-11-08 00:00:00","2018-09-17 00:00:00",1,"Accepted",209,319,319,"Product 319","Product description 319",6,10.23,"Product-319",9,9,"Category 9","Category 9 description."
1363,"email1363@gmail.com","136119711901","first_name 1363","last_name 1363","middle_name 1363",0,"country 1363","city 1363","address 1363",NULL,1363,1363,897.94,897.94,"2021-03-13 07:53:44",1363,1363,3,60,897.94,"2020-12-26 00:00:00","2019-07-04 00:00:00",3,"Paid",1363,320,320,"Product 320","Product description 320",47,5.79,"Product-320",8,8,"Category 8","Category 8 description."
1262,"email1262@gmail.com","120497017187","first_name 1262","last_name 1262","middle_name 1262",0,"country 1262","city 1262","address 1262",NULL,1262,1262,880.74,880.74,"2021-03-13 07:53:44",1262,1262,1,60,880.74,"2020-10-18 00:00:00","2017-06-20 00:00:00",1,"Accepted",1262,334,334,"Product 334","Product description 334",45,12.41,"Product-334",17,17,"Category 17","Category 17 description."
1154,"email1154@gmail.com","112306189497","first_name 1154","last_name 1154","middle_name 1154",1,"country 1154","city 1154","address 1154",NULL,1154,1154,970.4,970.4,"2021-03-13 07:53:44",1154,1154,1,60,970.4,"2020-12-01 00:00:00","2020-06-28 00:00:00",1,"Accepted",1154,346,346,"Product 346","Product description 346",25,117.4,"Product-346",5,5,"Category 5","Category 5 description."
1262,"email1262@gmail.com","120497017187","first_name 1262","last_name 1262","middle_name 1262",0,"country 1262","city 1262","address 1262",NULL,1262,1262,880.74,880.74,"2021-03-13 07:53:44",1262,1262,1,60,880.74,"2020-10-18 00:00:00","2017-06-20 00:00:00",1,"Accepted",1262,348,348,"Product 348","Product description 348",30,139.67,"Product-348",18,18,"Category 18","Category 18 description."
618,"email618@gmail.com","64983031814","first_name 618","last_name 618","middle_name 618",1,"country 618","city 618","address 618",NULL,618,618,510.59,510.59,"2021-03-13 07:53:44",618,618,2,60,510.59,"2020-11-07 00:00:00","2017-02-11 00:00:00",2,"In progress",618,348,348,"Product 348","Product description 348",30,139.67,"Product-348",18,18,"Category 18","Category 18 description."
912,"email912@gmail.com","148681580283","first_name 912","last_name 912","middle_name 912",0,"country 912","city 912","address 912",NULL,912,912,872.52,872.52,"2021-03-13 07:53:44",912,912,1,60,872.52,"2020-11-08 00:00:00","2018-03-01 00:00:00",1,"Accepted",912,363,363,"Product 363","Product description 363",31,75.19,"Product-363",15,15,"Category 15","Category 15 description."
635,"email635@gmail.com","45467887048","first_name 635","last_name 635","middle_name 635",0,"country 635","city 635","address 635",NULL,635,635,1247.37,1247.37,"2021-03-13 07:53:44",635,635,3,60,1247.37,"2020-12-18 00:00:00","2018-10-20 00:00:00",3,"Paid",635,370,370,"Product 370","Product description 370",50,114.17,"Product-370",13,13,"Category 13","Category 13 description."
785,"email785@gmail.com","118358098369","first_name 785","last_name 785","middle_name 785",0,"country 785","city 785","address 785",NULL,785,785,797.22,797.22,"2021-03-13 07:53:44",785,785,1,60,797.22,"2020-10-26 00:00:00","2019-10-06 00:00:00",1,"Accepted",785,386,386,"Product 386","Product description 386",17,36.02,"Product-386",1,1,"Category 1","Category 1 description."
1459,"email1459@gmail.com","19938493471","first_name 1459","last_name 1459","middle_name 1459",1,"country 1459","city 1459","address 1459",NULL,1459,1459,1064.2,1064.2,"2021-03-13 07:53:44",1459,1459,1,60,1064.2,"2020-11-12 00:00:00","2020-05-22 00:00:00",1,"Accepted",1459,393,393,"Product 393","Product description 393",17,139.9,"Product-393",11,11,"Category 11","Category 11 description."
1237,"email1237@gmail.com","46511760655","first_name 1237","last_name 1237","middle_name 1237",1,"country 1237","city 1237","address 1237",NULL,1237,1237,1339.37,1339.37,"2021-03-13 07:53:44",1237,1237,1,60,1339.37,"2020-10-14 00:00:00","2019-07-31 00:00:00",1,"Accepted",1237,396,396,"Product 396","Product description 396",13,195.24,"Product-396",13,13,"Category 13","Category 13 description."
1466,"email1466@gmail.com","63892993459","first_name 1466","last_name 1466","middle_name 1466",0,"country 1466","city 1466","address 1466",NULL,1466,1466,414.5,414.5,"2021-03-13 07:53:44",1466,1466,5,60,414.5,"2020-10-26 00:00:00","2017-11-29 00:00:00",5,"Canceled",1466,401,401,"Product 401","Product description 401",2,65.72,"Product-401",9,9,"Category 9","Category 9 description."
1251,"email1251@gmail.com","16569558057","first_name 1251","last_name 1251","middle_name 1251",0,"country 1251","city 1251","address 1251",NULL,1251,1251,482.32,482.32,"2021-03-13 07:53:44",1251,1251,1,60,482.32,"2020-12-12 00:00:00","2020-06-13 00:00:00",1,"Accepted",1251,402,402,"Product 402","Product description 402",13,86.23,"Product-402",6,6,"Category 6","Category 6 description."
1014,"email1014@gmail.com","80274765838","first_name 1014","last_name 1014","middle_name 1014",0,"country 1014","city 1014","address 1014",NULL,1014,1014,559.03,559.03,"2021-03-13 07:53:44",1014,1014,1,60,559.03,"2020-11-12 00:00:00","2018-10-17 00:00:00",1,"Accepted",1014,402,402,"Product 402","Product description 402",13,86.23,"Product-402",6,6,"Category 6","Category 6 description."
738,"email738@gmail.com","54658668885","first_name 738","last_name 738","middle_name 738",1,"country 738","city 738","address 738",NULL,738,738,166.88,166.88,"2021-03-13 07:53:44",738,738,4,60,166.88,"2020-10-07 00:00:00","2017-05-18 00:00:00",4,"Finished",738,407,407,"Product 407","Product description 407",10,166.88,"Product-407",19,19,"Category 19","Category 19 description."
1499,"email1499@gmail.com","93557355012","first_name 1499","last_name 1499","middle_name 1499",0,"country 1499","city 1499","address 1499",NULL,1499,1499,799.39,799.39,"2021-03-13 07:53:44",1499,1499,2,60,799.39,"2020-12-31 00:00:00","2020-09-04 00:00:00",2,"In progress",1499,409,409,"Product 409","Product description 409",17,58.02,"Product-409",15,15,"Category 15","Category 15 description."
1385,"email1385@gmail.com","142790314364","first_name 1385","last_name 1385","middle_name 1385",0,"country 1385","city 1385","address 1385",NULL,1385,1385,310.72,310.72,"2021-03-13 07:53:44",1385,1385,4,60,310.72,"2020-12-21 00:00:00","2020-10-02 00:00:00",4,"Finished",1385,414,414,"Product 414","Product description 414",27,151.06,"Product-414",12,12,"Category 12","Category 12 description."
1152,"email1152@gmail.com","33156364257","first_name 1152","last_name 1152","middle_name 1152",0,"country 1152","city 1152","address 1152",NULL,1152,1152,321.94,321.94,"2021-03-13 07:53:44",1152,1152,4,60,321.94,"2020-12-02 00:00:00","2018-08-04 00:00:00",4,"Finished",1152,428,428,"Product 428","Product description 428",29,71.68,"Product-428",10,10,"Category 10","Category 10 description."
1036,"email1036@gmail.com","86274180941","first_name 1036","last_name 1036","middle_name 1036",0,"country 1036","city 1036","address 1036",NULL,1036,1036,526.73,526.73,"2021-03-13 07:53:44",1036,1036,2,60,526.73,"2020-11-23 00:00:00","2018-12-09 00:00:00",2,"In progress",1036,434,434,"Product 434","Product description 434",7,63.78,"Product-434",16,16,"Category 16","Category 16 description."
1262,"email1262@gmail.com","120497017187","first_name 1262","last_name 1262","middle_name 1262",0,"country 1262","city 1262","address 1262",NULL,1262,1262,880.74,880.74,"2021-03-13 07:53:44",1262,1262,1,60,880.74,"2020-10-18 00:00:00","2017-06-20 00:00:00",1,"Accepted",1262,442,442,"Product 442","Product description 442",23,190.75,"Product-442",1,1,"Category 1","Category 1 description."
446,"email446@gmail.com","44748080053","first_name 446","last_name 446","middle_name 446",0,"country 446","city 446","address 446",NULL,446,446,908.87,908.87,"2021-03-13 07:53:44",446,446,5,60,908.87,"2020-11-21 00:00:00","2018-02-08 00:00:00",5,"Canceled",446,442,442,"Product 442","Product description 442",23,190.75,"Product-442",1,1,"Category 1","Category 1 description."
449,"email449@gmail.com","6083814034","first_name 449","last_name 449","middle_name 449",1,"country 449","city 449","address 449",NULL,449,449,310.47,310.47,"2021-03-13 07:53:44",449,449,2,60,310.47,"2020-12-19 00:00:00","2019-04-16 00:00:00",2,"In progress",449,458,458,"Product 458","Product description 458",29,57.82,"Product-458",14,14,"Category 14","Category 14 description."
1499,"email1499@gmail.com","93557355012","first_name 1499","last_name 1499","middle_name 1499",0,"country 1499","city 1499","address 1499",NULL,1499,1499,799.39,799.39,"2021-03-13 07:53:44",1499,1499,2,60,799.39,"2020-12-31 00:00:00","2020-09-04 00:00:00",2,"In progress",1499,460,460,"Product 460","Product description 460",14,102.35,"Product-460",6,6,"Category 6","Category 6 description."
1299,"email1299@gmail.com","54945400927","first_name 1299","last_name 1299","middle_name 1299",1,"country 1299","city 1299","address 1299",NULL,1299,1299,379.48,379.48,"2021-03-13 07:53:44",1299,1299,5,60,379.48,"2020-11-13 00:00:00","2019-04-26 00:00:00",5,"Canceled",1299,461,461,"Product 461","Product description 461",26,90.45,"Product-461",17,17,"Category 17","Category 17 description."
488,"email488@gmail.com","112079009977","first_name 488","last_name 488","middle_name 488",1,"country 488","city 488","address 488",NULL,488,488,364.06,364.06,"2021-03-13 07:53:44",488,488,2,60,364.06,"2020-11-22 00:00:00","2020-10-13 00:00:00",2,"In progress",488,463,463,"Product 463","Product description 463",22,95.11,"Product-463",8,8,"Category 8","Category 8 description."
300,"email300@gmail.com","72106577643","first_name 300","last_name 300","middle_name 300",1,"country 300","city 300","address 300",NULL,300,300,884.81,884.81,"2021-03-13 07:53:44",300,300,4,60,884.81,"2020-11-17 00:00:00","2020-12-21 00:00:00",4,"Finished",300,468,468,"Product 468","Product description 468",8,157.15,"Product-468",8,8,"Category 8","Category 8 description."
604,"email604@gmail.com","118804795792","first_name 604","last_name 604","middle_name 604",0,"country 604","city 604","address 604",NULL,604,604,801.73,801.73,"2021-03-13 07:53:44",604,604,2,60,801.73,"2020-10-10 00:00:00","2020-11-09 00:00:00",2,"In progress",604,470,470,"Product 470","Product description 470",24,187.4,"Product-470",5,5,"Category 5","Category 5 description."
243,"email243@gmail.com","30490806144","first_name 243","last_name 243","middle_name 243",1,"country 243","city 243","address 243",NULL,243,243,731.73,731.73,"2021-03-13 07:53:44",243,243,1,60,731.73,"2020-12-04 00:00:00","2018-09-04 00:00:00",1,"Accepted",243,483,483,"Product 483","Product description 483",19,188.27,"Product-483",13,13,"Category 13","Category 13 description."
193,"email193@gmail.com","142372533160","first_name 193","last_name 193","middle_name 193",0,"country 193","city 193","address 193",NULL,193,193,1241.77,1241.77,"2021-03-13 07:53:43",193,193,3,60,1241.77,"2020-12-20 00:00:00","2018-04-02 00:00:00",3,"Paid",193,483,483,"Product 483","Product description 483",19,188.27,"Product-483",13,13,"Category 13","Category 13 description."
446,"email446@gmail.com","44748080053","first_name 446","last_name 446","middle_name 446",0,"country 446","city 446","address 446",NULL,446,446,908.87,908.87,"2021-03-13 07:53:44",446,446,5,60,908.87,"2020-11-21 00:00:00","2018-02-08 00:00:00",5,"Canceled",446,509,509,"Product 509","Product description 509",40,81.46,"Product-509",14,14,"Category 14","Category 14 description."
434,"email434@gmail.com","45678303383","first_name 434","last_name 434","middle_name 434",1,"country 434","city 434","address 434",NULL,434,434,334.95,334.95,"2021-03-13 07:53:44",434,434,3,60,334.95,"2020-12-22 00:00:00","2020-08-10 00:00:00",3,"Paid",434,510,510,"Product 510","Product description 510",7,112.97,"Product-510",13,13,"Category 13","Category 13 description."
1262,"email1262@gmail.com","120497017187","first_name 1262","last_name 1262","middle_name 1262",0,"country 1262","city 1262","address 1262",NULL,1262,1262,880.74,880.74,"2021-03-13 07:53:44",1262,1262,1,60,880.74,"2020-10-18 00:00:00","2017-06-20 00:00:00",1,"Accepted",1262,511,511,"Product 511","Product description 511",25,132.96,"Product-511",9,9,"Category 9","Category 9 description."
1154,"email1154@gmail.com","112306189497","first_name 1154","last_name 1154","middle_name 1154",1,"country 1154","city 1154","address 1154",NULL,1154,1154,970.4,970.4,"2021-03-13 07:53:44",1154,1154,1,60,970.4,"2020-12-01 00:00:00","2020-06-28 00:00:00",1,"Accepted",1154,511,511,"Product 511","Product description 511",25,132.96,"Product-511",9,9,"Category 9","Category 9 description."
736,"email736@gmail.com","91086437018","first_name 736","last_name 736","middle_name 736",0,"country 736","city 736","address 736",NULL,736,736,1314.68,1314.68,"2021-03-13 07:53:44",736,736,5,60,1314.68,"2020-11-07 00:00:00","2018-06-11 00:00:00",5,"Canceled",736,517,517,"Product 517","Product description 517",27,192.05,"Product-517",16,16,"Category 16","Category 16 description."
1499,"email1499@gmail.com","93557355012","first_name 1499","last_name 1499","middle_name 1499",0,"country 1499","city 1499","address 1499",NULL,1499,1499,799.39,799.39,"2021-03-13 07:53:44",1499,1499,2,60,799.39,"2020-12-31 00:00:00","2020-09-04 00:00:00",2,"In progress",1499,520,520,"Product 520","Product description 520",39,147.96,"Product-520",12,12,"Category 12","Category 12 description."
300,"email300@gmail.com","72106577643","first_name 300","last_name 300","middle_name 300",1,"country 300","city 300","address 300",NULL,300,300,884.81,884.81,"2021-03-13 07:53:44",300,300,4,60,884.81,"2020-11-17 00:00:00","2020-12-21 00:00:00",4,"Finished",300,529,529,"Product 529","Product description 529",40,146.79,"Product-529",19,19,"Category 19","Category 19 description."
1237,"email1237@gmail.com","46511760655","first_name 1237","last_name 1237","middle_name 1237",1,"country 1237","city 1237","address 1237",NULL,1237,1237,1339.37,1339.37,"2021-03-13 07:53:44",1237,1237,1,60,1339.37,"2020-10-14 00:00:00","2019-07-31 00:00:00",1,"Accepted",1237,542,542,"Product 542","Product description 542",40,116.85,"Product-542",14,14,"Category 14","Category 14 description."
1499,"email1499@gmail.com","93557355012","first_name 1499","last_name 1499","middle_name 1499",0,"country 1499","city 1499","address 1499",NULL,1499,1499,799.39,799.39,"2021-03-13 07:53:44",1499,1499,2,60,799.39,"2020-12-31 00:00:00","2020-09-04 00:00:00",2,"In progress",1499,543,543,"Product 543","Product description 543",20,79.84,"Product-543",4,4,"Category 4","Category 4 description."
449,"email449@gmail.com","6083814034","first_name 449","last_name 449","middle_name 449",1,"country 449","city 449","address 449",NULL,449,449,310.47,310.47,"2021-03-13 07:53:44",449,449,2,60,310.47,"2020-12-19 00:00:00","2019-04-16 00:00:00",2,"In progress",449,549,549,"Product 549","Product description 549",49,89.08,"Product-549",19,19,"Category 19","Category 19 description."
604,"email604@gmail.com","118804795792","first_name 604","last_name 604","middle_name 604",0,"country 604","city 604","address 604",NULL,604,604,801.73,801.73,"2021-03-13 07:53:44",604,604,2,60,801.73,"2020-10-10 00:00:00","2020-11-09 00:00:00",2,"In progress",604,552,552,"Product 552","Product description 552",14,13.9,"Product-552",15,15,"Category 15","Category 15 description."
