"user_id","email","'password'","first_name","last_name","middle_name","is_staft","country","city","adress","carts_id","users_user_id","subtotal","total","'timestamp'","order_id","carts_cart_id","order_status_order_status_id","shipping_total","total-2","created_at","updated_at","order_status_id","status_name","carts_cart_id-2","products_product_id","product_id","product_title","product_description","in_stock","price","slug","category_id","category_id-2","category_title","category_description"
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,3210,3210,"Product 3210","Product description 3210",23,45.51,"Product-3210",1,1,"Category 1","Category 1 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,497,497,"Product 497","Product description 497",21,53.15,"Product-497",11,11,"Category 11","Category 11 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,2621,2621,"Product 2621","Product description 2621",39,188.98,"Product-2621",12,12,"Category 12","Category 12 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,3445,3445,"Product 3445","Product description 3445",4,24.34,"Product-3445",17,17,"Category 17","Category 17 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,2130,2130,"Product 2130","Product description 2130",7,12.93,"Product-2130",7,7,"Category 7","Category 7 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,3215,3215,"Product 3215","Product description 3215",41,52.48,"Product-3215",16,16,"Category 16","Category 16 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,2766,2766,"Product 2766","Product description 2766",46,87.1,"Product-2766",4,4,"Category 4","Category 4 description."
3,"email3@gmail.com","105022440445","first_name 3","last_name 3","middle_name 3",1,"country 3","city 3","address 3",3,3,578.36,578.36,"2021-03-13 07:53:43",3,3,4,60,578.36,"2020-05-02 00:00:00","2019-09-24 00:00:00",4,"Finished",3,3123,3123,"Product 3123","Product description 3123",6,113.87,"Product-3123",13,13,"Category 13","Category 13 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,1029,1029,"Product 1029","Product description 1029",11,109.81,"Product-1029",18,18,"Category 18","Category 18 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,639,639,"Product 639","Product description 639",17,29.41,"Product-639",15,15,"Category 15","Category 15 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,3697,3697,"Product 3697","Product description 3697",28,45.9,"Product-3697",11,11,"Category 11","Category 11 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,2568,2568,"Product 2568","Product description 2568",31,96.09,"Product-2568",17,17,"Category 17","Category 17 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,98,98,"Product 98","Product description 98",29,104.9,"Product-98",2,2,"Category 2","Category 2 description."
4,"email4@gmail.com","88607238843","first_name 4","last_name 4","middle_name 4",0,"country 4","city 4","address 4",4,4,420.71,420.71,"2021-03-13 07:53:43",4,4,2,60,420.71,"2019-05-16 00:00:00","2017-10-19 00:00:00",2,"In progress",4,2535,2535,"Product 2535","Product description 2535",40,34.6,"Product-2535",7,7,"Category 7","Category 7 description."
5,"email5@gmail.com","22670257107","first_name 5","last_name 5","middle_name 5",0,"country 5","city 5","address 5",5,5,88.05,88.05,"2021-03-13 07:53:43",5,5,4,60,88.05,"2017-05-12 00:00:00","2017-04-26 00:00:00",4,"Finished",5,2708,2708,"Product 2708","Product description 2708",46,88.05,"Product-2708",18,18,"Category 18","Category 18 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,3708,3708,"Product 3708","Product description 3708",42,68.86,"Product-3708",10,10,"Category 10","Category 10 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,809,809,"Product 809","Product description 809",15,106.12,"Product-809",15,15,"Category 15","Category 15 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,2028,2028,"Product 2028","Product description 2028",47,84.2,"Product-2028",15,15,"Category 15","Category 15 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,3903,3903,"Product 3903","Product description 3903",17,145.63,"Product-3903",17,17,"Category 17","Category 17 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,2943,2943,"Product 2943","Product description 2943",40,71.58,"Product-2943",11,11,"Category 11","Category 11 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,3633,3633,"Product 3633","Product description 3633",21,117.74,"Product-3633",8,8,"Category 8","Category 8 description."
6,"email6@gmail.com","58492517412","first_name 6","last_name 6","middle_name 6",0,"country 6","city 6","address 6",6,6,735.75,735.75,"2021-03-13 07:53:43",6,6,3,60,735.75,"2019-12-17 00:00:00","2020-10-16 00:00:00",3,"Paid",6,2553,2553,"Product 2553","Product description 2553",50,141.62,"Product-2553",18,18,"Category 18","Category 18 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,779,779,"Product 779","Product description 779",4,20.92,"Product-779",12,12,"Category 12","Category 12 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,3424,3424,"Product 3424","Product description 3424",4,159.87,"Product-3424",15,15,"Category 15","Category 15 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,917,917,"Product 917","Product description 917",40,62.59,"Product-917",1,1,"Category 1","Category 1 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,2891,2891,"Product 2891","Product description 2891",6,2.11,"Product-2891",8,8,"Category 8","Category 8 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,2680,2680,"Product 2680","Product description 2680",8,88.89,"Product-2680",19,19,"Category 19","Category 19 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,2595,2595,"Product 2595","Product description 2595",25,74.96,"Product-2595",19,19,"Category 19","Category 19 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,3540,3540,"Product 3540","Product description 3540",48,72.99,"Product-3540",20,20,"Category 20","Category 20 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,2410,2410,"Product 2410","Product description 2410",3,13.32,"Product-2410",11,11,"Category 11","Category 11 description."
7,"email7@gmail.com","39726097046","first_name 7","last_name 7","middle_name 7",0,"country 7","city 7","address 7",7,7,695.7,695.7,"2021-03-13 07:53:43",7,7,5,60,695.7,"2017-09-03 00:00:00","2020-11-11 00:00:00",5,"Canceled",7,3438,3438,"Product 3438","Product description 3438",13,200.05,"Product-3438",10,10,"Category 10","Category 10 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,864,864,"Product 864","Product description 864",19,187.8,"Product-864",3,3,"Category 3","Category 3 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,731,731,"Product 731","Product description 731",44,59.77,"Product-731",1,1,"Category 1","Category 1 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,2958,2958,"Product 2958","Product description 2958",31,14.79,"Product-2958",8,8,"Category 8","Category 8 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,3678,3678,"Product 3678","Product description 3678",50,160.34,"Product-3678",15,15,"Category 15","Category 15 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,3147,3147,"Product 3147","Product description 3147",42,92.24,"Product-3147",16,16,"Category 16","Category 16 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,2221,2221,"Product 2221","Product description 2221",36,94.61,"Product-2221",18,18,"Category 18","Category 18 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,276,276,"Product 276","Product description 276",6,63.75,"Product-276",6,6,"Category 6","Category 6 description."
8,"email8@gmail.com","101735495343","first_name 8","last_name 8","middle_name 8",0,"country 8","city 8","address 8",8,8,843.48,843.48,"2021-03-13 07:53:43",8,8,4,60,843.48,"2018-01-16 00:00:00","2020-09-20 00:00:00",4,"Finished",8,2733,2733,"Product 2733","Product description 2733",10,170.18,"Product-2733",14,14,"Category 14","Category 14 description."
9,"email9@gmail.com","2906806304","first_name 9","last_name 9","middle_name 9",0,"country 9","city 9","address 9",9,9,336.33,336.33,"2021-03-13 07:53:43",9,9,1,60,336.33,"2019-02-27 00:00:00","2018-06-17 00:00:00",1,"Accepted",9,2456,2456,"Product 2456","Product description 2456",24,46.41,"Product-2456",5,5,"Category 5","Category 5 description."
9,"email9@gmail.com","2906806304","first_name 9","last_name 9","middle_name 9",0,"country 9","city 9","address 9",9,9,336.33,336.33,"2021-03-13 07:53:43",9,9,1,60,336.33,"2019-02-27 00:00:00","2018-06-17 00:00:00",1,"Accepted",9,2932,2932,"Product 2932","Product description 2932",44,180.21,"Product-2932",3,3,"Category 3","Category 3 description."
9,"email9@gmail.com","2906806304","first_name 9","last_name 9","middle_name 9",0,"country 9","city 9","address 9",9,9,336.33,336.33,"2021-03-13 07:53:43",9,9,1,60,336.33,"2019-02-27 00:00:00","2018-06-17 00:00:00",1,"Accepted",9,433,433,"Product 433","Product description 433",42,109.71,"Product-433",6,6,"Category 6","Category 6 description."
10,"email10@gmail.com","63593134554","first_name 10","last_name 10","middle_name 10",0,"country 10","city 10","address 10",10,10,40.41,40.41,"2021-03-13 07:53:43",10,10,3,60,40.41,"2020-07-17 00:00:00","2018-02-26 00:00:00",3,"Paid",10,1598,1598,"Product 1598","Product description 1598",13,40.41,"Product-1598",15,15,"Category 15","Category 15 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,2801,2801,"Product 2801","Product description 2801",1,108.04,"Product-2801",8,8,"Category 8","Category 8 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,2893,2893,"Product 2893","Product description 2893",38,107.95,"Product-2893",5,5,"Category 5","Category 5 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,1592,1592,"Product 1592","Product description 1592",22,25.7,"Product-1592",20,20,"Category 20","Category 20 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,3525,3525,"Product 3525","Product description 3525",4,187.92,"Product-3525",14,14,"Category 14","Category 14 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,889,889,"Product 889","Product description 889",40,87.9,"Product-889",20,20,"Category 20","Category 20 description."
11,"email11@gmail.com","23689995773","first_name 11","last_name 11","middle_name 11",0,"country 11","city 11","address 11",11,11,588.3,588.3,"2021-03-13 07:53:43",11,11,1,60,588.3,"2018-02-02 00:00:00","2019-09-29 00:00:00",1,"Accepted",11,3449,3449,"Product 3449","Product description 3449",37,70.79,"Product-3449",10,10,"Category 10","Category 10 description."
12,"email12@gmail.com","13959166065","first_name 12","last_name 12","middle_name 12",0,"country 12","city 12","address 12",12,12,151.77,151.77,"2021-03-13 07:53:43",12,12,2,60,151.77,"2020-08-28 00:00:00","2020-11-15 00:00:00",2,"In progress",12,2742,2742,"Product 2742","Product description 2742",14,37.36,"Product-2742",3,3,"Category 3","Category 3 description."
12,"email12@gmail.com","13959166065","first_name 12","last_name 12","middle_name 12",0,"country 12","city 12","address 12",12,12,151.77,151.77,"2021-03-13 07:53:43",12,12,2,60,151.77,"2020-08-28 00:00:00","2020-11-15 00:00:00",2,"In progress",12,342,342,"Product 342","Product description 342",37,57.01,"Product-342",16,16,"Category 16","Category 16 description."
12,"email12@gmail.com","13959166065","first_name 12","last_name 12","middle_name 12",0,"country 12","city 12","address 12",12,12,151.77,151.77,"2021-03-13 07:53:43",12,12,2,60,151.77,"2020-08-28 00:00:00","2020-11-15 00:00:00",2,"In progress",12,2598,2598,"Product 2598","Product description 2598",25,8.06,"Product-2598",7,7,"Category 7","Category 7 description."
12,"email12@gmail.com","13959166065","first_name 12","last_name 12","middle_name 12",0,"country 12","city 12","address 12",12,12,151.77,151.77,"2021-03-13 07:53:43",12,12,2,60,151.77,"2020-08-28 00:00:00","2020-11-15 00:00:00",2,"In progress",12,2245,2245,"Product 2245","Product description 2245",47,49.34,"Product-2245",17,17,"Category 17","Category 17 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,1817,1817,"Product 1817","Product description 1817",50,167.44,"Product-1817",10,10,"Category 10","Category 10 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,836,836,"Product 836","Product description 836",7,151.18,"Product-836",4,4,"Category 4","Category 4 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,2150,2150,"Product 2150","Product description 2150",37,28.38,"Product-2150",11,11,"Category 11","Category 11 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,2760,2760,"Product 2760","Product description 2760",25,13.79,"Product-2760",11,11,"Category 11","Category 11 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,921,921,"Product 921","Product description 921",12,122.9,"Product-921",10,10,"Category 10","Category 10 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,2340,2340,"Product 2340","Product description 2340",30,10.33,"Product-2340",4,4,"Category 4","Category 4 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,1141,1141,"Product 1141","Product description 1141",40,117.4,"Product-1141",8,8,"Category 8","Category 8 description."
13,"email13@gmail.com","75979762432","first_name 13","last_name 13","middle_name 13",0,"country 13","city 13","address 13",13,13,641.56,641.56,"2021-03-13 07:53:43",13,13,1,60,641.56,"2020-12-23 00:00:00","2018-01-03 00:00:00",1,"Accepted",13,1604,1604,"Product 1604","Product description 1604",38,30.14,"Product-1604",14,14,"Category 14","Category 14 description."
14,"email14@gmail.com","83744597560","first_name 14","last_name 14","middle_name 14",1,"country 14","city 14","address 14",14,14,563.1,563.1,"2021-03-13 07:53:43",14,14,5,60,563.1,"2018-06-08 00:00:00","2019-08-02 00:00:00",5,"Canceled",14,3073,3073,"Product 3073","Product description 3073",38,50.45,"Product-3073",16,16,"Category 16","Category 16 description."
14,"email14@gmail.com","83744597560","first_name 14","last_name 14","middle_name 14",1,"country 14","city 14","address 14",14,14,563.1,563.1,"2021-03-13 07:53:43",14,14,5,60,563.1,"2018-06-08 00:00:00","2019-08-02 00:00:00",5,"Canceled",14,185,185,"Product 185","Product description 185",18,89.89,"Product-185",13,13,"Category 13","Category 13 description."
14,"email14@gmail.com","83744597560","first_name 14","last_name 14","middle_name 14",1,"country 14","city 14","address 14",14,14,563.1,563.1,"2021-03-13 07:53:43",14,14,5,60,563.1,"2018-06-08 00:00:00","2019-08-02 00:00:00",5,"Canceled",14,1579,1579,"Product 1579","Product description 1579",15,78.24,"Product-1579",17,17,"Category 17","Category 17 description."
14,"email14@gmail.com","83744597560","first_name 14","last_name 14","middle_name 14",1,"country 14","city 14","address 14",14,14,563.1,563.1,"2021-03-13 07:53:43",14,14,5,60,563.1,"2018-06-08 00:00:00","2019-08-02 00:00:00",5,"Canceled",14,2478,2478,"Product 2478","Product description 2478",45,94.79,"Product-2478",16,16,"Category 16","Category 16 description."
